ID	Long	Lat	Present	Stable_noExpand	Stable_WhithExpand	Leading	Future	Trailing	prop_perda	Turnover_beta	Nestedness_beta	Dissimilarity_beta
10312	-58.5	76.5	0	0	0	0	0	0	0	0	0	0
10313	-58.5	77.5	0	0	0	0	0	0	0	0	0	0
10314	-58.5	78.5	0	0	0	0	0	0	0	0	0	0
10315	-58.5	79.5	0	0	0	0	0	0	0	0	0	0
10316	-58.5	80.5	0	0	0	0	0	0	0	0	0	0
10317	-58.5	81.5	0	0	0	0	0	0	0	0	0	0
10318	-58.5	82.5	0	0	0	0	0	0	0	0	0	0
10319	-57.5	47.5	0	0	0	0	0	0	0	0	0	0
10320	-57.5	48.5	1	0	0	0	1	1	0	0	0	0
10321	-57.5	49.5	3	1	2	1	4	2	0.333333333	0	0	0
10322	-57.5	50.5	2	0	0	0	1	1	-0.5	0	0.333333333	0.333333333
10323	-57.5	51.5	2	1	1	0	2	1	0	0	0	0
10324	-57.5	52.5	3	1	0	0	2	2	-0.333333333	0	0.2	0.2
10325	-57.5	53.5	3	2	3	2	4	1	0.333333333	0.333333333	0	0.333333333
10326	-57.5	54.5	1	1	1	0	1	0	0	0	0	0
10327	-57.5	74.5	0	0	0	0	0	0	0	0	0	0
10328	-57.5	75.5	0	0	0	0	0	0	0	0	0	0
10329	-57.5	76.5	0	0	0	0	0	0	0	0	0	0
10330	-57.5	77.5	0	0	0	0	0	0	0	0	0	0
10331	-57.5	78.5	0	0	0	0	0	0	0	0	0	0
10332	-57.5	79.5	0	0	0	0	0	0	0	0	0	0
10333	-57.5	80.5	0	0	0	0	0	0	0	0	0	0
10334	-57.5	81.5	0	0	0	0	0	0	0	0	0	0
10335	-57.5	82.5	0	0	0	0	0	0	0	0	0	0
10336	-56.5	46.5	0	0	0	0	0	0	0	0	0	0
10337	-56.5	47.5	0	0	0	0	0	0	0	0	0	0
10338	-56.5	48.5	1	1	1	0	1	0	0	0	0	0
10339	-56.5	49.5	1	0	1	1	2	1	1	0	0	0
10340	-56.5	50.5	1	0	1	1	1	0	0	1	0	1
10341	-56.5	51.5	1	0	0	0	1	1	0	0	0	0
10342	-56.5	52.5	1	0	0	0	1	1	0	0	0	0
10343	-56.5	53.5	1	1	1	0	1	0	0	0	0	0
10344	-56.5	72.5	0	0	0	0	0	0	0	0	0	0
10345	-56.5	73.5	0	0	0	0	0	0	0	0	0	0
10346	-56.5	74.5	0	0	0	0	0	0	0	0	0	0
10347	-56.5	75.5	0	0	0	0	0	0	0	0	0	0
10348	-56.5	76.5	0	0	0	0	0	0	0	0	0	0
10349	-56.5	77.5	0	0	0	0	0	0	0	0	0	0
10350	-56.5	78.5	0	0	0	0	0	0	0	0	0	0
10351	-56.5	79.5	0	0	0	0	0	0	0	0	0	0
10352	-56.5	80.5	0	0	0	0	0	0	0	0	0	0
10353	-56.5	81.5	0	0	0	0	0	0	0	0	0	0
10354	-56.5	82.5	0	0	0	0	0	0	0	0	0	0
10355	-55.5	46.5	1	0	0	0	1	1	0	0	0	0
10356	-55.5	47.5	0	0	0	0	0	0	0	0	0	0
10357	-55.5	48.5	1	1	1	0	1	0	0	0	0	0
10358	-55.5	49.5	0	0	0	0	0	0	0	0	0	0
10359	-55.5	50.5	0	0	0	0	0	0	0	0	0	0
10360	-55.5	51.5	1	0	0	0	1	1	0	0	0	0
10361	-55.5	52.5	1	0	1	1	2	1	1	0	0	0
10362	-55.5	53.5	1	0	0	0	1	1	0	0	0	0
10363	-55.5	70.5	0	0	0	0	0	0	0	0	0	0
10364	-55.5	71.5	0	0	0	0	0	0	0	0	0	0
10365	-55.5	72.5	0	0	0	0	0	0	0	0	0	0
10366	-55.5	73.5	0	0	0	0	0	0	0	0	0	0
10367	-55.5	74.5	0	0	0	0	0	0	0	0	0	0
10368	-55.5	75.5	0	0	0	0	0	0	0	0	0	0
10369	-55.5	76.5	0	0	0	0	0	0	0	0	0	0
10370	-55.5	77.5	0	0	0	0	0	0	0	0	0	0
10371	-55.5	78.5	0	0	0	0	0	0	0	0	0	0
10372	-55.5	79.5	0	0	0	0	0	0	0	0	0	0
10373	-55.5	80.5	0	0	0	0	0	0	0	0	0	0
10374	-55.5	81.5	0	0	0	0	0	0	0	0	0	0
10375	-55.5	82.5	0	0	0	0	0	0	0	0	0	0
10376	-54.5	46.5	1	0	0	0	1	1	0	0	0	0
10377	-54.5	47.5	1	1	1	0	1	0	0	0	0	0
10378	-54.5	48.5	1	1	1	0	1	0	0	0	0	0
10379	-54.5	49.5	0	0	0	0	0	0	0	0	0	0
10380	-54.5	69.5	0	0	0	0	0	0	0	0	0	0
10381	-54.5	70.5	0	0	0	0	0	0	0	0	0	0
10382	-54.5	71.5	0	0	0	0	0	0	0	0	0	0
10383	-54.5	72.5	0	0	0	0	0	0	0	0	0	0
10384	-54.5	73.5	0	0	0	0	0	0	0	0	0	0
10385	-54.5	74.5	0	0	0	0	0	0	0	0	0	0
10386	-54.5	75.5	0	0	0	0	0	0	0	0	0	0
10387	-54.5	76.5	0	0	0	0	0	0	0	0	0	0
10388	-54.5	77.5	0	0	0	0	0	0	0	0	0	0
10389	-54.5	78.5	0	0	0	0	0	0	0	0	0	0
10390	-54.5	79.5	0	0	0	0	0	0	0	0	0	0
10391	-54.5	80.5	0	0	0	0	0	0	0	0	0	0
10392	-54.5	81.5	0	0	0	0	0	0	0	0	0	0
10393	-54.5	82.5	0	0	0	0	0	0	0	0	0	0
10394	-53.5	46.5	1	0	0	0	1	1	0	0	0	0
10395	-53.5	47.5	1	1	1	0	1	0	0	0	0	0
10396	-53.5	48.5	1	0	0	0	1	1	0	0	0	0
10397	-53.5	49.5	1	0	0	0	1	1	0	0	0	0
10398	-53.5	65.5	0	0	0	0	0	0	0	0	0	0
10399	-53.5	66.5	0	0	0	0	0	0	0	0	0	0
10400	-53.5	67.5	0	0	0	0	0	0	0	0	0	0
10401	-53.5	68.5	0	0	0	0	0	0	0	0	0	0
10402	-53.5	69.5	0	0	0	0	0	0	0	0	0	0
10403	-53.5	70.5	0	0	0	0	0	0	0	0	0	0
10404	-53.5	71.5	0	0	0	0	0	0	0	0	0	0
10405	-53.5	72.5	0	0	0	0	0	0	0	0	0	0
10406	-53.5	73.5	0	0	0	0	0	0	0	0	0	0
10407	-53.5	74.5	0	0	0	0	0	0	0	0	0	0
10408	-53.5	75.5	0	0	0	0	0	0	0	0	0	0
10409	-53.5	76.5	0	0	0	0	0	0	0	0	0	0
10410	-53.5	77.5	0	0	0	0	0	0	0	0	0	0
10411	-53.5	78.5	0	0	0	0	0	0	0	0	0	0
10412	-53.5	79.5	0	0	0	0	0	0	0	0	0	0
10413	-53.5	80.5	0	0	0	0	0	0	0	0	0	0
10414	-53.5	81.5	0	0	0	0	0	0	0	0	0	0
10415	-53.5	82.5	0	0	0	0	0	0	0	0	0	0
10416	-52.5	46.5	1	0	0	0	1	1	0	0	0	0
10417	-52.5	47.5	1	1	1	0	1	0	0	0	0	0
10418	-52.5	48.5	0	0	1	1	1	0	0	0	0	1
10419	-52.5	64.5	0	0	0	0	0	0	0	0	0	0
10420	-52.5	65.5	0	0	0	0	0	0	0	0	0	0
10421	-52.5	66.5	0	0	0	0	0	0	0	0	0	0
10422	-52.5	67.5	0	0	0	0	0	0	0	0	0	0
10423	-52.5	68.5	0	0	0	0	0	0	0	0	0	0
10424	-52.5	69.5	0	0	0	0	0	0	0	0	0	0
10425	-52.5	70.5	0	0	0	0	0	0	0	0	0	0
10426	-52.5	71.5	0	0	0	0	0	0	0	0	0	0
10427	-52.5	72.5	0	0	0	0	0	0	0	0	0	0
10428	-52.5	73.5	0	0	0	0	0	0	0	0	0	0
10429	-52.5	74.5	0	0	0	0	0	0	0	0	0	0
10430	-52.5	75.5	0	0	0	0	0	0	0	0	0	0
10431	-52.5	76.5	0	0	0	0	0	0	0	0	0	0
10432	-52.5	77.5	0	0	0	0	0	0	0	0	0	0
10433	-52.5	78.5	0	0	0	0	0	0	0	0	0	0
10434	-52.5	79.5	0	0	0	0	0	0	0	0	0	0
10435	-52.5	80.5	0	0	0	0	0	0	0	0	0	0
10436	-52.5	81.5	0	0	0	0	0	0	0	0	0	0
10437	-52.5	82.5	0	0	0	0	0	0	0	0	0	0
10438	-51.5	63.5	0	0	0	0	0	0	0	0	0	0
10439	-51.5	64.5	0	0	0	0	0	0	0	0	0	0
10440	-51.5	65.5	0	0	0	0	0	0	0	0	0	0
10441	-51.5	66.5	0	0	0	0	0	0	0	0	0	0
10442	-51.5	67.5	0	0	0	0	0	0	0	0	0	0
10443	-51.5	68.5	0	0	0	0	0	0	0	0	0	0
10444	-51.5	69.5	0	0	0	0	0	0	0	0	0	0
10445	-51.5	70.5	0	0	0	0	0	0	0	0	0	0
10446	-51.5	71.5	0	0	0	0	0	0	0	0	0	0
10447	-51.5	72.5	0	0	0	0	0	0	0	0	0	0
10448	-51.5	73.5	0	0	0	0	0	0	0	0	0	0
10449	-51.5	74.5	0	0	0	0	0	0	0	0	0	0
10450	-51.5	75.5	0	0	0	0	0	0	0	0	0	0
10451	-51.5	76.5	0	0	0	0	0	0	0	0	0	0
10452	-51.5	77.5	0	0	0	0	0	0	0	0	0	0
10453	-51.5	78.5	0	0	0	0	0	0	0	0	0	0
10454	-51.5	79.5	0	0	0	0	0	0	0	0	0	0
10455	-51.5	80.5	0	0	0	0	0	0	0	0	0	0
10456	-51.5	81.5	0	0	0	0	0	0	0	0	0	0
10457	-51.5	82.5	0	0	0	0	0	0	0	0	0	0
10458	-50.5	62.5	0	0	0	0	0	0	0	0	0	0
10459	-50.5	63.5	0	0	0	0	0	0	0	0	0	0
10460	-50.5	64.5	0	0	0	0	0	0	0	0	0	0
10461	-50.5	65.5	0	0	0	0	0	0	0	0	0	0
10462	-50.5	66.5	0	0	0	0	0	0	0	0	0	0
10463	-50.5	67.5	0	0	0	0	0	0	0	0	0	0
10464	-50.5	68.5	0	0	0	0	0	0	0	0	0	0
10465	-50.5	69.5	0	0	0	0	0	0	0	0	0	0
10466	-50.5	70.5	0	0	0	0	0	0	0	0	0	0
10467	-50.5	71.5	0	0	0	0	0	0	0	0	0	0
10468	-50.5	72.5	0	0	0	0	0	0	0	0	0	0
10469	-50.5	73.5	0	0	0	0	0	0	0	0	0	0
10470	-50.5	74.5	0	0	0	0	0	0	0	0	0	0
10471	-50.5	75.5	0	0	0	0	0	0	0	0	0	0
10472	-50.5	76.5	0	0	0	0	0	0	0	0	0	0
10473	-50.5	77.5	0	0	0	0	0	0	0	0	0	0
10474	-50.5	78.5	0	0	0	0	0	0	0	0	0	0
10475	-50.5	79.5	0	0	0	0	0	0	0	0	0	0
10476	-50.5	80.5	0	0	0	0	0	0	0	0	0	0
10477	-50.5	81.5	0	0	0	0	0	0	0	0	0	0
10478	-50.5	82.5	0	0	0	0	0	0	0	0	0	0
10479	-49.5	61.5	0	0	0	0	0	0	0	0	0	0
10480	-49.5	62.5	0	0	0	0	0	0	0	0	0	0
10481	-49.5	63.5	0	0	0	0	0	0	0	0	0	0
10482	-49.5	64.5	0	0	0	0	0	0	0	0	0	0
10483	-49.5	65.5	0	0	0	0	0	0	0	0	0	0
10484	-49.5	66.5	0	0	0	0	0	0	0	0	0	0
10485	-49.5	67.5	0	0	0	0	0	0	0	0	0	0
10486	-49.5	68.5	0	0	0	0	0	0	0	0	0	0
10487	-49.5	69.5	0	0	0	0	0	0	0	0	0	0
10488	-49.5	70.5	0	0	0	0	0	0	0	0	0	0
10489	-49.5	71.5	0	0	0	0	0	0	0	0	0	0
10490	-49.5	72.5	0	0	0	0	0	0	0	0	0	0
10491	-49.5	73.5	0	0	0	0	0	0	0	0	0	0
10492	-49.5	74.5	0	0	0	0	0	0	0	0	0	0
10493	-49.5	75.5	0	0	0	0	0	0	0	0	0	0
10494	-49.5	76.5	0	0	0	0	0	0	0	0	0	0
10495	-49.5	77.5	0	0	0	0	0	0	0	0	0	0
10496	-49.5	78.5	0	0	0	0	0	0	0	0	0	0
10497	-49.5	79.5	0	0	0	0	0	0	0	0	0	0
10498	-49.5	80.5	0	0	0	0	0	0	0	0	0	0
10499	-49.5	81.5	0	0	0	0	0	0	0	0	0	0
10500	-49.5	82.5	0	0	0	0	0	0	0	0	0	0
10501	-48.5	60.5	0	0	0	0	0	0	0	0	0	0
10502	-48.5	61.5	0	0	0	0	0	0	0	0	0	0
10503	-48.5	62.5	0	0	0	0	0	0	0	0	0	0
10504	-48.5	63.5	0	0	0	0	0	0	0	0	0	0
10505	-48.5	64.5	0	0	0	0	0	0	0	0	0	0
10506	-48.5	65.5	0	0	0	0	0	0	0	0	0	0
10507	-48.5	66.5	0	0	0	0	0	0	0	0	0	0
10508	-48.5	67.5	0	0	0	0	0	0	0	0	0	0
10509	-48.5	68.5	0	0	0	0	0	0	0	0	0	0
10510	-48.5	69.5	0	0	0	0	0	0	0	0	0	0
10511	-48.5	70.5	0	0	0	0	0	0	0	0	0	0
10512	-48.5	71.5	0	0	0	0	0	0	0	0	0	0
10513	-48.5	72.5	0	0	0	0	0	0	0	0	0	0
10514	-48.5	73.5	0	0	0	0	0	0	0	0	0	0
10515	-48.5	74.5	0	0	0	0	0	0	0	0	0	0
10516	-48.5	75.5	0	0	0	0	0	0	0	0	0	0
10517	-48.5	76.5	0	0	0	0	0	0	0	0	0	0
10518	-48.5	77.5	0	0	0	0	0	0	0	0	0	0
10519	-48.5	78.5	0	0	0	0	0	0	0	0	0	0
10520	-48.5	79.5	0	0	0	0	0	0	0	0	0	0
10521	-48.5	80.5	0	0	0	0	0	0	0	0	0	0
10522	-48.5	81.5	0	0	0	0	0	0	0	0	0	0
10523	-48.5	82.5	0	0	0	0	0	0	0	0	0	0
10524	-47.5	60.5	0	0	0	0	0	0	0	0	0	0
10525	-47.5	61.5	0	0	0	0	0	0	0	0	0	0
10526	-47.5	62.5	0	0	0	0	0	0	0	0	0	0
10527	-47.5	63.5	0	0	0	0	0	0	0	0	0	0
10528	-47.5	64.5	0	0	0	0	0	0	0	0	0	0
10529	-47.5	65.5	0	0	0	0	0	0	0	0	0	0
10530	-47.5	66.5	0	0	0	0	0	0	0	0	0	0
10531	-47.5	67.5	0	0	0	0	0	0	0	0	0	0
10532	-47.5	68.5	0	0	0	0	0	0	0	0	0	0
10533	-47.5	69.5	0	0	0	0	0	0	0	0	0	0
10534	-47.5	70.5	0	0	0	0	0	0	0	0	0	0
10535	-47.5	71.5	0	0	0	0	0	0	0	0	0	0
10536	-47.5	72.5	0	0	0	0	0	0	0	0	0	0
10537	-47.5	73.5	0	0	0	0	0	0	0	0	0	0
10538	-47.5	74.5	0	0	0	0	0	0	0	0	0	0
10539	-47.5	75.5	0	0	0	0	0	0	0	0	0	0
10540	-47.5	76.5	0	0	0	0	0	0	0	0	0	0
10541	-47.5	77.5	0	0	0	0	0	0	0	0	0	0
10542	-47.5	78.5	0	0	0	0	0	0	0	0	0	0
10543	-47.5	79.5	0	0	0	0	0	0	0	0	0	0
10544	-47.5	80.5	0	0	0	0	0	0	0	0	0	0
10545	-47.5	81.5	0	0	0	0	0	0	0	0	0	0
10546	-47.5	82.5	0	0	0	0	0	0	0	0	0	0
10547	-46.5	60.5	0	0	0	0	0	0	0	0	0	0
10548	-46.5	61.5	0	0	0	0	0	0	0	0	0	0
10549	-46.5	62.5	0	0	0	0	0	0	0	0	0	0
10550	-46.5	63.5	0	0	0	0	0	0	0	0	0	0
10551	-46.5	64.5	0	0	0	0	0	0	0	0	0	0
10552	-46.5	65.5	0	0	0	0	0	0	0	0	0	0
10553	-46.5	66.5	0	0	0	0	0	0	0	0	0	0
10554	-46.5	67.5	0	0	0	0	0	0	0	0	0	0
10555	-46.5	68.5	0	0	0	0	0	0	0	0	0	0
10556	-46.5	69.5	0	0	0	0	0	0	0	0	0	0
10557	-46.5	70.5	0	0	0	0	0	0	0	0	0	0
10558	-46.5	71.5	0	0	0	0	0	0	0	0	0	0
10559	-46.5	72.5	0	0	0	0	0	0	0	0	0	0
10560	-46.5	73.5	0	0	0	0	0	0	0	0	0	0
10561	-46.5	74.5	0	0	0	0	0	0	0	0	0	0
10562	-46.5	75.5	0	0	0	0	0	0	0	0	0	0
10563	-46.5	76.5	0	0	0	0	0	0	0	0	0	0
10564	-46.5	77.5	0	0	0	0	0	0	0	0	0	0
10565	-46.5	78.5	0	0	0	0	0	0	0	0	0	0
10566	-46.5	79.5	0	0	0	0	0	0	0	0	0	0
10567	-46.5	80.5	0	0	0	0	0	0	0	0	0	0
10568	-46.5	81.5	0	0	0	0	0	0	0	0	0	0
10569	-46.5	82.5	0	0	0	0	0	0	0	0	0	0
10570	-45.5	60.5	0	0	0	0	0	0	0	0	0	0
10571	-45.5	61.5	0	0	0	0	0	0	0	0	0	0
10572	-45.5	62.5	0	0	0	0	0	0	0	0	0	0
10573	-45.5	63.5	0	0	0	0	0	0	0	0	0	0
10574	-45.5	64.5	0	0	0	0	0	0	0	0	0	0
10575	-45.5	65.5	0	0	0	0	0	0	0	0	0	0
10576	-45.5	66.5	0	0	0	0	0	0	0	0	0	0
10577	-45.5	67.5	0	0	0	0	0	0	0	0	0	0
10578	-45.5	68.5	0	0	0	0	0	0	0	0	0	0
10579	-45.5	69.5	0	0	0	0	0	0	0	0	0	0
10580	-45.5	70.5	0	0	0	0	0	0	0	0	0	0
10581	-45.5	71.5	0	0	0	0	0	0	0	0	0	0
10582	-45.5	72.5	0	0	0	0	0	0	0	0	0	0
10583	-45.5	73.5	0	0	0	0	0	0	0	0	0	0
10584	-45.5	74.5	0	0	0	0	0	0	0	0	0	0
10585	-45.5	75.5	0	0	0	0	0	0	0	0	0	0
10586	-45.5	76.5	0	0	0	0	0	0	0	0	0	0
10587	-45.5	77.5	0	0	0	0	0	0	0	0	0	0
10588	-45.5	78.5	0	0	0	0	0	0	0	0	0	0
10589	-45.5	79.5	0	0	0	0	0	0	0	0	0	0
10590	-45.5	80.5	0	0	0	0	0	0	0	0	0	0
10591	-45.5	81.5	0	0	0	0	0	0	0	0	0	0
10592	-45.5	82.5	0	0	0	0	0	0	0	0	0	0
10593	-44.5	59.5	0	0	0	0	0	0	0	0	0	0
10594	-44.5	60.5	0	0	0	0	0	0	0	0	0	0
10595	-44.5	61.5	0	0	0	0	0	0	0	0	0	0
10596	-44.5	62.5	0	0	0	0	0	0	0	0	0	0
10597	-44.5	63.5	0	0	0	0	0	0	0	0	0	0
10598	-44.5	64.5	0	0	0	0	0	0	0	0	0	0
10599	-44.5	65.5	0	0	0	0	0	0	0	0	0	0
10600	-44.5	66.5	0	0	0	0	0	0	0	0	0	0
10601	-44.5	67.5	0	0	0	0	0	0	0	0	0	0
10602	-44.5	68.5	0	0	0	0	0	0	0	0	0	0
10603	-44.5	69.5	0	0	0	0	0	0	0	0	0	0
10604	-44.5	70.5	0	0	0	0	0	0	0	0	0	0
10605	-44.5	71.5	0	0	0	0	0	0	0	0	0	0
10606	-44.5	72.5	0	0	0	0	0	0	0	0	0	0
10607	-44.5	73.5	0	0	0	0	0	0	0	0	0	0
10608	-44.5	74.5	0	0	0	0	0	0	0	0	0	0
10609	-44.5	75.5	0	0	0	0	0	0	0	0	0	0
10610	-44.5	76.5	0	0	0	0	0	0	0	0	0	0
10611	-44.5	77.5	0	0	0	0	0	0	0	0	0	0
10612	-44.5	78.5	0	0	0	0	0	0	0	0	0	0
10613	-44.5	79.5	0	0	0	0	0	0	0	0	0	0
10614	-44.5	80.5	0	0	0	0	0	0	0	0	0	0
10615	-44.5	81.5	0	0	0	0	0	0	0	0	0	0
10616	-44.5	82.5	0	0	0	0	0	0	0	0	0	0
10617	-43.5	59.5	0	0	0	0	0	0	0	0	0	0
10618	-43.5	60.5	0	0	0	0	0	0	0	0	0	0
10619	-43.5	61.5	0	0	0	0	0	0	0	0	0	0
10620	-43.5	62.5	0	0	0	0	0	0	0	0	0	0
10621	-43.5	63.5	0	0	0	0	0	0	0	0	0	0
10622	-43.5	64.5	0	0	0	0	0	0	0	0	0	0
10623	-43.5	65.5	0	0	0	0	0	0	0	0	0	0
10624	-43.5	66.5	0	0	0	0	0	0	0	0	0	0
10625	-43.5	67.5	0	0	0	0	0	0	0	0	0	0
10626	-43.5	68.5	0	0	0	0	0	0	0	0	0	0
10627	-43.5	69.5	0	0	0	0	0	0	0	0	0	0
10628	-43.5	70.5	0	0	0	0	0	0	0	0	0	0
10629	-43.5	71.5	0	0	0	0	0	0	0	0	0	0
10630	-43.5	72.5	0	0	0	0	0	0	0	0	0	0
10631	-43.5	73.5	0	0	0	0	0	0	0	0	0	0
10632	-43.5	74.5	0	0	0	0	0	0	0	0	0	0
10633	-43.5	75.5	0	0	0	0	0	0	0	0	0	0
10634	-43.5	76.5	0	0	0	0	0	0	0	0	0	0
10635	-43.5	77.5	0	0	0	0	0	0	0	0	0	0
10636	-43.5	78.5	0	0	0	0	0	0	0	0	0	0
10637	-43.5	79.5	0	0	0	0	0	0	0	0	0	0
10638	-43.5	80.5	0	0	0	0	0	0	0	0	0	0
10639	-43.5	81.5	0	0	0	0	0	0	0	0	0	0
10640	-43.5	82.5	0	0	0	0	0	0	0	0	0	0
10641	-42.5	60.5	0	0	0	0	0	0	0	0	0	0
10642	-42.5	61.5	0	0	0	0	0	0	0	0	0	0
10643	-42.5	62.5	0	0	0	0	0	0	0	0	0	0
10644	-42.5	63.5	0	0	0	0	0	0	0	0	0	0
10645	-42.5	64.5	0	0	0	0	0	0	0	0	0	0
10646	-42.5	65.5	0	0	0	0	0	0	0	0	0	0
10647	-42.5	66.5	0	0	0	0	0	0	0	0	0	0
10648	-42.5	67.5	0	0	0	0	0	0	0	0	0	0
10649	-42.5	68.5	0	0	0	0	0	0	0	0	0	0
10650	-42.5	69.5	0	0	0	0	0	0	0	0	0	0
10651	-42.5	70.5	0	0	0	0	0	0	0	0	0	0
10652	-42.5	71.5	0	0	0	0	0	0	0	0	0	0
10653	-42.5	72.5	0	0	0	0	0	0	0	0	0	0
10654	-42.5	73.5	0	0	0	0	0	0	0	0	0	0
10655	-42.5	74.5	0	0	0	0	0	0	0	0	0	0
10656	-42.5	75.5	0	0	0	0	0	0	0	0	0	0
10657	-42.5	76.5	0	0	0	0	0	0	0	0	0	0
10658	-42.5	77.5	0	0	0	0	0	0	0	0	0	0
10659	-42.5	78.5	0	0	0	0	0	0	0	0	0	0
10660	-42.5	79.5	0	0	0	0	0	0	0	0	0	0
10661	-42.5	80.5	0	0	0	0	0	0	0	0	0	0
10662	-42.5	81.5	0	0	0	0	0	0	0	0	0	0
10663	-42.5	82.5	0	0	0	0	0	0	0	0	0	0
10664	-41.5	62.5	0	0	0	0	0	0	0	0	0	0
10665	-41.5	63.5	0	0	0	0	0	0	0	0	0	0
10666	-41.5	64.5	0	0	0	0	0	0	0	0	0	0
10667	-41.5	65.5	0	0	0	0	0	0	0	0	0	0
10668	-41.5	66.5	0	0	0	0	0	0	0	0	0	0
10669	-41.5	67.5	0	0	0	0	0	0	0	0	0	0
10670	-41.5	68.5	0	0	0	0	0	0	0	0	0	0
10671	-41.5	69.5	0	0	0	0	0	0	0	0	0	0
10672	-41.5	70.5	0	0	0	0	0	0	0	0	0	0
10673	-41.5	71.5	0	0	0	0	0	0	0	0	0	0
10674	-41.5	72.5	0	0	0	0	0	0	0	0	0	0
10675	-41.5	73.5	0	0	0	0	0	0	0	0	0	0
10676	-41.5	74.5	0	0	0	0	0	0	0	0	0	0
10677	-41.5	75.5	0	0	0	0	0	0	0	0	0	0
10678	-41.5	76.5	0	0	0	0	0	0	0	0	0	0
10679	-41.5	77.5	0	0	0	0	0	0	0	0	0	0
10680	-41.5	78.5	0	0	0	0	0	0	0	0	0	0
10681	-41.5	79.5	0	0	0	0	0	0	0	0	0	0
10682	-41.5	80.5	0	0	0	0	0	0	0	0	0	0
10683	-41.5	81.5	0	0	0	0	0	0	0	0	0	0
10684	-41.5	82.5	0	0	0	0	0	0	0	0	0	0
10685	-40.5	63.5	0	0	0	0	0	0	0	0	0	0
10686	-40.5	64.5	0	0	0	0	0	0	0	0	0	0
10687	-40.5	65.5	0	0	0	0	0	0	0	0	0	0
10688	-40.5	66.5	0	0	0	0	0	0	0	0	0	0
10689	-40.5	67.5	0	0	0	0	0	0	0	0	0	0
10690	-40.5	68.5	0	0	0	0	0	0	0	0	0	0
10691	-40.5	69.5	0	0	0	0	0	0	0	0	0	0
10692	-40.5	70.5	0	0	0	0	0	0	0	0	0	0
10693	-40.5	71.5	0	0	0	0	0	0	0	0	0	0
10694	-40.5	72.5	0	0	0	0	0	0	0	0	0	0
10695	-40.5	73.5	0	0	0	0	0	0	0	0	0	0
10696	-40.5	74.5	0	0	0	0	0	0	0	0	0	0
10697	-40.5	75.5	0	0	0	0	0	0	0	0	0	0
10698	-40.5	76.5	0	0	0	0	0	0	0	0	0	0
10699	-40.5	77.5	0	0	0	0	0	0	0	0	0	0
10700	-40.5	78.5	0	0	0	0	0	0	0	0	0	0
10701	-40.5	79.5	0	0	0	0	0	0	0	0	0	0
10702	-40.5	80.5	0	0	0	0	0	0	0	0	0	0
10703	-40.5	81.5	0	0	0	0	0	0	0	0	0	0
10704	-40.5	82.5	0	0	0	0	0	0	0	0	0	0
10705	-39.5	65.5	0	0	0	0	0	0	0	0	0	0
10706	-39.5	66.5	0	0	0	0	0	0	0	0	0	0
10707	-39.5	67.5	0	0	0	0	0	0	0	0	0	0
10708	-39.5	68.5	0	0	0	0	0	0	0	0	0	0
10709	-39.5	69.5	0	0	0	0	0	0	0	0	0	0
10710	-39.5	70.5	0	0	0	0	0	0	0	0	0	0
10711	-39.5	71.5	0	0	0	0	0	0	0	0	0	0
10712	-39.5	72.5	0	0	0	0	0	0	0	0	0	0
10713	-39.5	73.5	0	0	0	0	0	0	0	0	0	0
10714	-39.5	74.5	0	0	0	0	0	0	0	0	0	0
10715	-39.5	75.5	0	0	0	0	0	0	0	0	0	0
10716	-39.5	76.5	0	0	0	0	0	0	0	0	0	0
10717	-39.5	77.5	0	0	0	0	0	0	0	0	0	0
10718	-39.5	78.5	0	0	0	0	0	0	0	0	0	0
10719	-39.5	79.5	0	0	0	0	0	0	0	0	0	0
10720	-39.5	80.5	0	0	0	0	0	0	0	0	0	0
10721	-39.5	81.5	0	0	0	0	0	0	0	0	0	0
10722	-39.5	82.5	0	0	0	0	0	0	0	0	0	0
10723	-38.5	65.5	0	0	0	0	0	0	0	0	0	0
10724	-38.5	66.5	0	0	0	0	0	0	0	0	0	0
10725	-38.5	67.5	0	0	0	0	0	0	0	0	0	0
10726	-38.5	68.5	0	0	0	0	0	0	0	0	0	0
10727	-38.5	69.5	0	0	0	0	0	0	0	0	0	0
10728	-38.5	70.5	0	0	0	0	0	0	0	0	0	0
10729	-38.5	71.5	0	0	0	0	0	0	0	0	0	0
10730	-38.5	72.5	0	0	0	0	0	0	0	0	0	0
10731	-38.5	73.5	0	0	0	0	0	0	0	0	0	0
10732	-38.5	74.5	0	0	0	0	0	0	0	0	0	0
10733	-38.5	75.5	0	0	0	0	0	0	0	0	0	0
10734	-38.5	76.5	0	0	0	0	0	0	0	0	0	0
10735	-38.5	77.5	0	0	0	0	0	0	0	0	0	0
10736	-38.5	78.5	0	0	0	0	0	0	0	0	0	0
10737	-38.5	79.5	0	0	0	0	0	0	0	0	0	0
10738	-38.5	80.5	0	0	0	0	0	0	0	0	0	0
10739	-38.5	81.5	0	0	0	0	0	0	0	0	0	0
10740	-38.5	82.5	0	0	0	0	0	0	0	0	0	0
10741	-37.5	65.5	0	0	0	0	0	0	0	0	0	0
10742	-37.5	66.5	0	0	0	0	0	0	0	0	0	0
10743	-37.5	67.5	0	0	0	0	0	0	0	0	0	0
10744	-37.5	68.5	0	0	0	0	0	0	0	0	0	0
